"period_start","device_type","site","days_monitored","days_present","percent_occurrence"
2023-11-06,"Archival","T2M",8,0,0
2023-11-06,"RealTime","RTWB",8,0,0
2023-11-14,"Archival","A2M",8,3,37.5
2023-11-14,"Archival","A7M",8,2,25
2023-11-14,"Archival","T2M",8,1,12.5
2023-11-14,"RealTime","RTWB",8,1,12.5
2023-11-22,"Archival","A2M",8,0,0
2023-11-22,"Archival","A7M",8,0,0
2023-11-22,"Archival","T2M",8,0,0
2023-11-22,"RealTime","RTWB",8,0,0
2023-11-30,"Archival","A2M",8,4,50
2023-11-30,"Archival","A7M",8,4,50
2023-11-30,"Archival","T2M",8,3,37.5
2023-11-30,"RealTime","RTWB",8,3,37.5
2023-12-08,"Archival","A2M",8,3,37.5
2023-12-08,"Archival","A7M",8,2,25
2023-12-08,"Archival","T2M",8,0,0
2023-12-08,"RealTime","RTWB",8,0,0
2023-12-16,"Archival","A2M",8,0,0
2023-12-16,"Archival","A7M",8,1,12.5
2023-12-16,"Archival","T2M",8,2,25
2023-12-16,"RealTime","RTWB",8,1,12.5
2023-12-24,"Archival","A2M",8,8,100
2023-12-24,"Archival","A7M",8,7,87.5
2023-12-24,"Archival","T2M",8,5,62.5
2023-12-24,"RealTime","RTWB",8,7,87.5
2024-01-01,"Archival","A2M",8,6,75
2024-01-01,"Archival","A7M",8,8,100
2024-01-01,"Archival","T2M",8,7,87.5
2024-01-01,"RealTime","RTWB",8,5,62.5
2024-01-09,"Archival","A2M",8,2,25
2024-01-09,"Archival","A7M",8,8,100
2024-01-09,"Archival","T2M",8,6,75
2024-01-09,"RealTime","RTWB",8,5,62.5
2024-01-17,"Archival","A2M",8,2,25
2024-01-17,"Archival","A7M",8,6,75
2024-01-17,"Archival","T2M",8,6,75
2024-01-17,"RealTime","RTWB",8,5,62.5
2024-01-25,"Archival","A2M",8,8,100
2024-01-25,"Archival","A7M",8,8,100
2024-01-25,"Archival","T2M",8,5,62.5
2024-01-25,"RealTime","RTWB",8,6,75
2024-02-02,"Archival","A2M",8,2,25
2024-02-02,"Archival","A7M",8,2,25
2024-02-02,"Archival","T2M",8,1,12.5
2024-02-02,"RealTime","RTWB",8,3,37.5
2024-02-10,"Archival","A2M",8,7,87.5
2024-02-10,"Archival","A7M",8,2,25
2024-02-10,"Archival","T2M",8,4,50
2024-02-10,"RealTime","RTWB",8,3,37.5
2024-02-18,"Archival","A2M",8,1,12.5
2024-02-18,"Archival","A7M",8,2,25
2024-02-18,"Archival","T2M",8,1,12.5
2024-02-18,"RealTime","RTWB",8,1,12.5
2024-02-26,"Archival","A2M",8,0,0
2024-02-26,"Archival","A7M",8,1,12.5
2024-02-26,"Archival","T2M",8,0,0
2024-02-26,"RealTime","RTWB",8,1,12.5
2024-03-05,"Archival","A2M",8,0,0
2024-03-05,"Archival","A7M",8,6,75
2024-03-05,"Archival","T2M",8,5,62.5
2024-03-05,"RealTime","RTWB",8,4,50
2024-03-13,"Archival","A2M",8,3,37.5
2024-03-13,"Archival","A7M",8,4,50
2024-03-13,"Archival","T2M",8,5,62.5
2024-03-13,"RealTime","RTWB",8,4,50
2024-03-21,"Archival","A2M",8,1,12.5
2024-03-21,"Archival","A7M",8,4,50
2024-03-21,"Archival","T2M",8,3,37.5
2024-03-21,"RealTime","RTWB",8,4,50
2024-03-29,"Archival","A2M",8,0,0
2024-03-29,"Archival","A7M",8,0,0
2024-03-29,"Archival","T2M",8,0,0
2024-03-29,"RealTime","RTWB",8,0,0
2024-04-06,"Archival","A2M",8,0,0
2024-04-06,"Archival","A7M",8,1,12.5
2024-04-06,"Archival","T2M",8,3,37.5
2024-04-06,"RealTime","RTWB",8,1,12.5
2024-04-14,"Archival","A2M",4,0,0
2024-04-14,"Archival","A7M",4,1,25
2024-04-14,"Archival","T2M",4,2,50
2024-04-14,"RealTime","RTWB",8,1,12.5
2024-04-22,"RealTime","RTWB",8,3,37.5
2024-04-30,"RealTime","RTWB",8,3,37.5
2024-05-08,"RealTime","RTWB",8,2,25
2024-05-16,"RealTime","RTWB",8,0,0
2024-05-24,"RealTime","RTWB",8,0,0
2024-06-01,"RealTime","RTWB",8,1,12.5
2024-06-09,"RealTime","RTWB",8,0,0
2024-06-17,"RealTime","RTWB",8,0,0
2024-06-25,"RealTime","RTWB",8,0,0
2024-07-03,"RealTime","RTWB",8,0,0
2024-07-11,"RealTime","RTWB",5,0,0
2024-10-23,"RealTime","RTWB",4,0,0
2024-10-31,"RealTime","RTWB",8,0,0
2024-11-08,"RealTime","RTWB",8,0,0
2024-11-16,"RealTime","RTWB",8,1,12.5
2024-11-24,"RealTime","RTWB",8,1,12.5
2024-12-02,"RealTime","RTWB",8,4,50
2024-12-10,"RealTime","RTWB",8,3,37.5
2024-12-18,"RealTime","RTWB",8,5,62.5
2024-12-26,"RealTime","RTWB",6,0,0
